start,duration,confidence
206.25543,0.23832,0.393
206.49375,0.23832,0.393
206.73207,0.23807,0.387
206.97013,0.23807,0.387
207.20820,0.23825,0.389
207.44645,0.23825,0.389
207.68470,0.23801,0.369
207.92271,0.23801,0.369
208.16072,0.23798,0.366
208.39870,0.23798,0.366
208.63668,0.23817,0.350
208.87485,0.23817,0.350
209.11303,0.23814,0.354
209.35116,0.23814,0.354
209.58930,0.23726,0.374
209.82656,0.23726,0.374
210.06382,0.23850,0.352
210.30232,0.23850,0.352
210.54082,0.23847,0.367
210.77930,0.23847,0.367
211.01777,0.23801,0.342
211.25578,0.23801,0.342
211.49379,0.23798,0.322
211.73177,0.23798,0.322
211.96975,0.23752,0.305
212.20726,0.23752,0.305
212.44478,0.23812,0.344
212.68290,0.23812,0.344
212.92103,0.23787,0.375
213.15890,0.23787,0.375
213.39677,0.23763,0.403
213.63441,0.23763,0.403
213.87204,0.23781,0.403
214.10985,0.23781,0.403
214.34766,0.23821,0.376
214.58587,0.23821,0.376
214.82408,0.23839,0.385
215.06247,0.23839,0.385
215.30087,0.23838,0.359
215.53924,0.23838,0.359
215.77762,0.23815,0.394
216.01577,0.23815,0.394
216.25391,0.23898,0.397
216.49290,0.23898,0.397
216.73188,0.23855,0.358
216.97043,0.23855,0.358
217.20897,0.23832,0.330
217.44730,0.23832,0.330
217.68562,0.23789,0.323
217.92351,0.23789,0.323
218.16140,0.23809,0.289
218.39949,0.23809,0.289
218.63758,0.23851,0.339
218.87609,0.23851,0.339
219.11459,0.23807,0.346
219.35266,0.23807,0.346
219.59072,0.23806,0.325
219.82878,0.23806,0.325
220.06684,0.23784,0.316
220.30467,0.23784,0.316
220.54251,0.23762,0.313
220.78013,0.23762,0.313
221.01774,0.23803,0.265
221.25578,0.23803,0.265
221.49381,0.23803,0.221
221.73184,0.23803,0.221
221.96987,0.23824,0.260
222.20810,0.23824,0.260
222.44634,0.23908,0.301
222.68542,0.23908,0.301
222.92451,0.23823,0.309
223.16273,0.23823,0.309
223.40096,0.23993,0.299
223.64089,0.23993,0.299
223.88081,0.23971,0.207
224.12052,0.23971,0.207
224.36023,0.23822,0.189
224.59845,0.23822,0.189
224.83667,0.23843,0.162
225.07510,0.23843,0.162
225.31353,0.23821,0.201
225.55174,0.23821,0.201
225.78996,0.23757,0.235
226.02753,0.23757,0.235
226.26510,0.23778,0.267
226.50288,0.23778,0.267
226.74065,0.23692,0.300
226.97758,0.23692,0.300
227.21450,0.23777,0.401
227.45227,0.23777,0.401
227.69003,0.23925,0.358
227.92928,0.23925,0.358
228.16853,0.23861,0.382
228.40714,0.23861,0.382
228.64574,0.23817,0.311
228.88392,0.23817,0.311
229.12209,0.23838,0.307
229.36047,0.23838,0.307
229.59885,0.23816,0.230
229.83702,0.23816,0.230
230.07518,0.23837,0.255
230.31356,0.23837,0.255
230.55193,0.23837,0.300
230.79030,0.23837,0.300
231.02868,0.23816,0.367
231.26683,0.23816,0.367
231.50499,0.23879,0.298
231.74378,0.23879,0.298
231.98258,0.23858,0.295
232.22116,0.23858,0.295
232.45973,0.23879,0.252
232.69853,0.23879,0.252
232.93732,0.23901,0.287
233.17633,0.23901,0.287
233.41534,0.23816,0.274
233.65349,0.23816,0.274
233.89165,0.23730,0.283
234.12895,0.23730,0.283
234.36626,0.23730,0.301
234.60356,0.23730,0.301
234.84087,0.23645,0.384
235.07731,0.23645,0.384
235.31376,0.23772,0.371
235.55149,0.23772,0.371
235.78921,0.23665,0.382
236.02586,0.23665,0.382
236.26251,0.23771,0.326
236.50023,0.23771,0.326
236.73794,0.23792,0.314
236.97586,0.23792,0.314
237.21378,0.23856,0.275
237.45234,0.23856,0.275
237.69090,0.23770,0.299
237.92860,0.23770,0.299
238.16630,0.23876,0.318
238.40507,0.23876,0.318
238.64383,0.23791,0.430
238.88174,0.23791,0.430
239.11966,0.23855,0.372
239.35821,0.23855,0.372
239.59675,0.23855,0.339
239.83530,0.23855,0.339
240.07385,0.23855,0.244
240.31239,0.23855,0.244
240.55094,0.23833,0.273
240.78927,0.23833,0.273
241.02760,0.23854,0.231
241.26615,0.23854,0.231
241.50469,0.23897,0.268
241.74366,0.23897,0.268
241.98263,0.23833,0.309
242.22096,0.23833,0.309
242.45930,0.23876,0.356
242.69806,0.23876,0.356
242.93682,0.23706,0.290
243.17387,0.23706,0.290
243.41093,0.23812,0.297
243.64906,0.23812,0.297
243.88718,0.23812,0.249
244.12530,0.23812,0.249
244.36342,0.23855,0.275
244.60197,0.23855,0.275
244.84052,0.23748,0.253
245.07801,0.23748,0.253
245.31549,0.23855,0.281
245.55404,0.23855,0.281
